"age","gender","marital_status","annual_income","employment_status","debt_to_income_ratio","credit_score","loan_amount","loan_purpose","interest_rate","loan_term","grade_subgrade","num_of_open_accounts","total_credit_limit","current_balance","delinquency_history","public_records","loan_paid_back","credit_score_category","loan_term_years","borrower_grade","age_group","debt_to_income_rating","loan_amount_segments","loan_paid_back_cat"
"62","Female","Divorced","107378.67","Employed","0.14","805","23055.22","Business","9.67","36","A2","6","136036.69","102079.47","2","0","1","1-Excellent","3","A","60+","1. Excellent(<20%)","21k","paid"
"32","Male","Divorced","10950.98","Employed","0.049","666","11748.79","Education","14.14","36","D3","8","15173.73","9571.9","2","0","1","2-Standard","3","D","25-34","1. Excellent(<20%)","9-15k","paid"
"57","Female","Married","70772.72","Retired","0.132","761","22355.69","Business","11.02","36","B2","5","84925.91","72245.59","1","0","1","1-Excellent","3","B","50-59","1. Excellent(<20%)","21k","paid"
"29","Female","Married","70470.99","Employed","0.082","669","24462.82","Education","12.22","36","D4","5","87203.01","13359.17","1","0","1","2-Standard","3","D","25-34","1. Excellent(<20%)","21k","paid"
"43","Female","Single","42588.03","Employed","0.047","586","12456.22","Home","16.65","36","E4","8","34477.75","29702.33","1","0","1","2-Standard","3","E","35-49","1. Excellent(<20%)","9-15k","paid"
"28","Male","Married","21031.27","Retired","0.265","632","31273.94","Education","12.65","36","D3","2","33522.9","22919.77","2","0","1","2-Standard","3","D","25-34","2. Standard(20-35%)","21k","paid"
"52","Male","Single","49762.12","Student","0.239","710","21046.48","Car","11.39","60","C4","8","76376.83","62677.1","2","0","0","2-Standard","5","C","50-59","2. Standard(20-35%)","21k","default"
"68","Male","Married","22137.17","Employed","0.218","658","16779.02","Car","11.92","60","D5","8","38603.57","28987.17","2","0","1","2-Standard","5","D","60+","2. Standard(20-35%)","15-21k","paid"
"34","Female","Single","27103.72","Employed","0.02","678","15312.79","Medical","11.86","36","C3","3","27016.97","8551.91","2","0","1","2-Standard","3","C","25-34","1. Excellent(<20%)","15-21k","paid"
"47","Female","Single","41558.02","Retired","0.199","592","15117.04","Debt consolidation","13.24","36","E5","2","49643.82","35717.02","3","0","1","2-Standard","3","E","35-49","1. Excellent(<20%)","15-21k","paid"
"45","Other","Single","26834.57","Employed","0.286","802","16447.28","Debt consolidation","8.87","36","A5","4","21277.83","17423.94","3","0","1","1-Excellent","3","A","35-49","2. Standard(20-35%)","15-21k","paid"
"33","Female","Married","18786.03","Employed","0.127","710","9975.25","Debt consolidation","9.56","60","C1","9","35685.58","25729.75","0","0","1","2-Standard","5","C","25-34","1. Excellent(<20%)","9-15k","paid"
"75","Male","Married","32306.62","Unemployed","0.329","685","500","Business","13.73","60","C1","7","45455.69","28484.57","2","0","0","2-Standard","5","C","60+","2. Standard(20-35%)","<9k","default"
"41","Female","Married","49012.83","Self-employed","0.063","739","22849.99","Debt consolidation","9.88","36","C2","9","71356.33","51334.89","1","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","21k","paid"
"65","Male","Married","72166.41","Self-employed","0.121","768","18210.33","Education","9.5","36","B4","7","103633.95","93722.18","3","0","1","1-Excellent","3","B","60+","1. Excellent(<20%)","15-21k","paid"
"51","Female","Widowed","54100.37","Unemployed","0.068","682","19579.46","Other","10.19","36","C2","6","54172.82","50316.88","2","0","0","2-Standard","3","C","50-59","1. Excellent(<20%)","15-21k","default"
"57","Female","Single","91972.55","Employed","0.191","714","14682.78","Car","10.4","60","C2","1","47430.66","31920.41","0","0","1","2-Standard","5","C","50-59","1. Excellent(<20%)","9-15k","paid"
"68","Female","Married","42170.15","Employed","0.212","582","500","Other","14.42","60","E3","8","33501.98","9465.77","1","0","1","2-Standard","5","E","60+","2. Standard(20-35%)","<9k","paid"
"63","Female","Married","32538.28","Employed","0.137","706","10190.12","Home","10.55","36","C5","2","34077.32","3262.86","1","1","1","2-Standard","3","C","60+","1. Excellent(<20%)","9-15k","paid"
"74","Female","Divorced","105570.26","Employed","0.126","838","26616.15","Debt consolidation","9","60","A4","7","134447.96","102091.47","4","2","1","1-Excellent","5","A","60+","1. Excellent(<20%)","21k","paid"
"25","Other","Single","28928","Unemployed","0.165","717","4277.25","Debt consolidation","10.04","36","C1","6","43998.98","25348.4","1","0","0","2-Standard","3","C","25-34","1. Excellent(<20%)","<9k","default"
"33","Male","Widowed","61384.89","Unemployed","0.052","674","34454.34","Home","11.5","36","C2","1","50181.62","3088.69","1","0","0","2-Standard","3","C","25-34","1. Excellent(<20%)","21k","default"
"48","Female","Single","77183.23","Employed","0.076","695","500","Debt consolidation","10.17","60","C4","4","53172.79","15295.43","3","0","1","2-Standard","5","C","35-49","1. Excellent(<20%)","<9k","paid"
"63","Female","Single","8858.85","Employed","0.334","748","21542.42","Debt consolidation","14.18","36","B3","13","23367.99","17502.51","0","0","1","1-Excellent","3","B","60+","2. Standard(20-35%)","21k","paid"
"45","Female","Single","37321.88","Employed","0.191","692","16270.28","Debt consolidation","10.4","60","C2","5","60926.76","36237.02","5","0","1","2-Standard","5","C","35-49","1. Excellent(<20%)","15-21k","paid"
"71","Female","Single","18787.82","Employed","0.067","654","15999.34","Debt consolidation","11.69","60","D5","2","16867.03","7919.68","1","0","1","2-Standard","5","D","60+","1. Excellent(<20%)","15-21k","paid"
"55","Other","Married","18132.42","Employed","0.067","659","15300.57","Debt consolidation","17.37","60","D1","3","23464.14","11840.03","2","0","1","2-Standard","5","D","50-59","1. Excellent(<20%)","15-21k","paid"
"67","Female","Married","21982","Employed","0.209","815","12837.71","Business","10.2","60","A5","5","25291.8","5129.3","2","0","1","1-Excellent","5","A","60+","2. Standard(20-35%)","9-15k","paid"
"59","Male","Single","12269.78","Employed","0.402","677","23071.79","Debt consolidation","15.75","36","C2","2","12196.88","10732.4","2","0","1","2-Standard","3","C","50-59","3. Risky(36-43%)","21k","paid"
"27","Female","Married","59236.49","Unemployed","0.394","650","6115.56","Other","13.82","36","D1","5","89726.41","73579.32","4","0","0","2-Standard","3","D","25-34","3. Risky(36-43%)","<9k","default"
"58","Female","Married","30822.4","Employed","0.155","717","19180.63","Debt consolidation","9.69","36","C3","4","45236.03","11479.7","0","0","1","2-Standard","3","C","50-59","1. Excellent(<20%)","15-21k","paid"
"52","Female","Married","69402.4","Retired","0.236","677","9918.2","Home","13.83","36","C2","7","68549.07","32554.96","2","0","1","2-Standard","3","C","50-59","2. Standard(20-35%)","9-15k","paid"
"23","Male","Married","43052.18","Employed","0.414","718","18247.81","Education","9.91","36","C3","1","39832.79","9206.85","1","0","0","2-Standard","3","C","<25","3. Risky(36-43%)","15-21k","default"
"65","Female","Divorced","35217.37","Employed","0.315","746","10661.96","Debt consolidation","11.12","60","B5","2","52665.88","24385.12","2","0","0","1-Excellent","5","B","60+","2. Standard(20-35%)","9-15k","default"
"59","Male","Married","21646.4","Retired","0.195","730","20045.63","Other","10.59","36","C5","8","26502.02","13476.82","2","0","1","2-Standard","3","C","50-59","1. Excellent(<20%)","15-21k","paid"
"57","Female","Single","29071.07","Employed","0.085","521","4688.7","Other","13.37","36","F4","4","28464.77","5510.97","0","0","0","3-Risky","3","F","50-59","1. Excellent(<20%)","<9k","default"
"75","Male","Single","46309.1","Self-employed","0.097","693","12465.85","Debt consolidation","10.62","60","C4","4","34521.55","31243.74","0","0","1","2-Standard","5","C","60+","1. Excellent(<20%)","9-15k","paid"
"70","Female","Single","30514.45","Employed","0.146","774","14010.13","Car","10.53","36","B4","3","22121.62","9287.56","4","0","1","1-Excellent","3","B","60+","1. Excellent(<20%)","9-15k","paid"
"42","Male","Married","25296.77","Student","0.031","625","38142.33","Other","17.06","36","D5","1","24237.48","17117.5","2","0","1","2-Standard","3","D","35-49","1. Excellent(<20%)","21k","paid"
"28","Male","Divorced","36159.3","Self-employed","0.12","774","19036.13","Debt consolidation","11.48","36","B1","5","54734.33","48723.64","2","0","1","1-Excellent","3","B","25-34","1. Excellent(<20%)","15-21k","paid"
"37","Female","Married","73390.84","Self-employed","0.111","757","14016.23","Medical","11.7","36","B5","5","106647.15","29910.12","2","0","1","1-Excellent","3","B","35-49","1. Excellent(<20%)","9-15k","paid"
"72","Male","Single","40074.81","Unemployed","0.312","624","19190.06","Business","13.86","36","D1","6","59606.47","25116.47","3","0","0","2-Standard","3","D","60+","2. Standard(20-35%)","15-21k","default"
"47","Male","Married","69098.48","Employed","0.097","671","9504.29","Vacation","10.01","36","C3","2","101155.98","38269.43","2","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","9-15k","paid"
"53","Male","Married","9861.47","Employed","0.208","612","25863.66","Debt consolidation","14.81","36","D1","5","18574.76","1123.11","3","0","0","2-Standard","3","D","50-59","2. Standard(20-35%)","21k","default"
"66","Female","Widowed","39021.48","Employed","0.181","739","19110.49","Debt consolidation","10.08","36","C1","0","41607.92","13914.07","3","0","0","2-Standard","3","C","60+","1. Excellent(<20%)","15-21k","default"
"37","Female","Single","33675.38","Employed","0.034","797","22012.63","Medical","13.47","36","B1","5","30155.16","19828.31","1","0","1","1-Excellent","3","B","35-49","1. Excellent(<20%)","21k","paid"
"62","Male","Married","20867.11","Employed","0.058","697","17058.7","Education","9.67","36","C4","5","26595.61","15338.04","2","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","15-21k","paid"
"32","Female","Widowed","40349.54","Retired","0.21","733","20258.18","Debt consolidation","9.55","36","C5","7","50745.7","25064.18","2","0","1","2-Standard","3","C","25-34","2. Standard(20-35%)","15-21k","paid"
"68","Male","Widowed","59139.56","Employed","0.241","585","18340.44","Debt consolidation","13.6","36","E1","2","37674.79","10099.2","2","0","1","2-Standard","3","E","60+","2. Standard(20-35%)","15-21k","paid"
"66","Female","Single","38304.58","Employed","0.153","672","12278.15","Home","9.22","36","C1","5","61604.51","12796.82","3","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","9-15k","paid"
"47","Female","Single","17222.81","Employed","0.361","573","31421.39","Other","14.24","60","F1","8","26441.95","7489.12","1","0","1","3-Risky","5","F","35-49","3. Risky(36-43%)","21k","paid"
"68","Other","Married","47942.69","Employed","0.048","681","12798.34","Medical","12.56","36","C2","8","67981.06","10515.01","1","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","9-15k","paid"
"28","Female","Married","72788.95","Employed","0.156","767","20307.32","Debt consolidation","11.06","36","B3","5","100233.55","39057.92","1","0","1","1-Excellent","3","B","25-34","1. Excellent(<20%)","15-21k","paid"
"43","Male","Single","39813.54","Self-employed","0.225","752","11315.61","Debt consolidation","11.89","60","B3","5","25630.24","10277.48","1","0","1","1-Excellent","5","B","35-49","2. Standard(20-35%)","9-15k","paid"
"62","Male","Divorced","35045.65","Employed","0.04","768","11182.65","Business","8.65","36","B2","7","40406.11","31482.32","0","0","1","1-Excellent","3","B","60+","1. Excellent(<20%)","9-15k","paid"
"69","Female","Single","24178.68","Employed","0.261","657","4777.13","Home","12.63","36","D4","9","26046.78","16641.23","3","0","0","2-Standard","3","D","60+","2. Standard(20-35%)","<9k","default"
"49","Male","Married","45657.38","Retired","0.17","688","19870.11","Business","13.52","36","C4","6","53120.74","41413.54","1","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","15-21k","paid"
"70","Male","Married","29192.87","Self-employed","0.211","725","3232.77","Education","8.6","60","C3","3","36235.18","23267.35","4","0","1","2-Standard","5","C","60+","2. Standard(20-35%)","<9k","paid"
"40","Male","Single","337636.65","Employed","0.113","591","11307.13","Car","16.29","60","E4","8","426121.49","212130.61","1","0","1","2-Standard","5","E","35-49","1. Excellent(<20%)","9-15k","paid"
"36","Male","Single","71604.38","Self-employed","0.158","802","5844.81","Education","12.19","36","A3","7","81665.73","49685.23","0","0","1","1-Excellent","3","A","35-49","1. Excellent(<20%)","<9k","paid"
"37","Female","Married","42416.37","Student","0.095","605","29820.52","Home","15.47","60","E1","11","52928.69","42153.82","3","0","0","2-Standard","5","E","35-49","1. Excellent(<20%)","21k","default"
"36","Male","Married","48333.66","Employed","0.011","614","18772.32","Debt consolidation","19.19","60","D3","3","68713.85","14295.2","2","1","1","2-Standard","5","D","35-49","1. Excellent(<20%)","15-21k","paid"
"39","Male","Single","33417.29","Unemployed","0.071","662","27848.54","Business","15.14","60","D4","2","21146.69","1741.84","0","0","0","2-Standard","5","D","35-49","1. Excellent(<20%)","21k","default"
"28","Female","Married","48057.05","Employed","0.13","718","18176.86","Debt consolidation","11.31","60","C1","1","34222.65","4704.2","2","0","1","2-Standard","5","C","25-34","1. Excellent(<20%)","15-21k","paid"
"58","Male","Married","51909.26","Self-employed","0.076","683","14300.78","Debt consolidation","12.37","36","C1","4","51392.58","42859.47","1","0","1","2-Standard","3","C","50-59","1. Excellent(<20%)","9-15k","paid"
"58","Female","Married","22602.05","Self-employed","0.196","683","27557.17","Other","12.87","36","C2","5","23613.59","17140.31","3","0","1","2-Standard","3","C","50-59","1. Excellent(<20%)","21k","paid"
"73","Male","Divorced","31295.77","Self-employed","0.201","733","20561.01","Medical","12.83","36","C2","6","48453.39","24256.83","4","0","1","2-Standard","3","C","60+","2. Standard(20-35%)","15-21k","paid"
"49","Female","Married","44023.68","Unemployed","0.236","689","19208.11","Car","13.06","36","C4","4","48384.76","32669.51","4","0","0","2-Standard","3","C","35-49","2. Standard(20-35%)","15-21k","default"
"61","Male","Married","46612.32","Employed","0.087","708","6688.84","Business","8.57","60","C4","4","41706.07","18802.8","1","0","1","2-Standard","5","C","60+","1. Excellent(<20%)","<9k","paid"
"56","Male","Married","31096.82","Employed","0.157","661","21562.54","Home","12.25","36","D4","5","21447.64","12650.58","3","0","1","2-Standard","3","D","50-59","1. Excellent(<20%)","21k","paid"
"46","Male","Married","28498.13","Self-employed","0.21","744","11686.97","Car","12.96","36","B1","3","23984.44","11558.99","3","0","1","1-Excellent","3","B","35-49","2. Standard(20-35%)","9-15k","paid"
"51","Female","Single","51485.99","Employed","0.234","606","1780.33","Debt consolidation","11.18","36","E3","2","73787.49","64048.05","1","0","0","2-Standard","3","E","50-59","2. Standard(20-35%)","<9k","default"
"64","Female","Married","50662.17","Retired","0.214","719","26801.74","Vacation","8.11","36","C4","3","62465.93","6592.92","4","0","1","2-Standard","3","C","60+","2. Standard(20-35%)","21k","paid"
"32","Female","Single","27823.88","Employed","0.23","654","5097.32","Medical","12.49","60","D1","6","33847.42","2292.85","1","0","1","2-Standard","5","D","25-34","2. Standard(20-35%)","<9k","paid"
"75","Male","Married","10415.18","Employed","0.113","684","10438.03","Education","10.45","60","C4","9","20534.83","11241.35","0","0","1","2-Standard","5","C","60+","1. Excellent(<20%)","9-15k","paid"
"37","Male","Married","51677.78","Employed","0.262","691","13429.12","Business","13.29","36","C4","5","65572.9","60439.25","1","0","1","2-Standard","3","C","35-49","2. Standard(20-35%)","9-15k","paid"
"35","Male","Single","61413.78","Unemployed","0.128","740","500","Home","14.03","36","B1","3","91115.74","75433.5","5","0","1","1-Excellent","3","B","35-49","1. Excellent(<20%)","<9k","paid"
"29","Male","Single","52228.31","Retired","0.268","674","13352.49","Education","15.95","60","C2","5","51252.19","43285.4","4","0","1","2-Standard","5","C","25-34","2. Standard(20-35%)","9-15k","paid"
